Nome,Descricao,Estrelas,Forks,Ultima_Atualizacao,Linguagem_Principal,URL
dranet,DraNet is a Kubernetes Network Driver that uses Dynamic Resource Allocation (DRA) to deliver high-performance networking for demanding applications in Kubernetes.,85,15,2025-06-24T08:58:56Z,Go,https://github.com/google/dranet
dreambooth,,968,87,2025-06-25T06:53:49Z,,https://github.com/google/dreambooth
driblet,,19,8,2024-01-28T23:08:47Z,Python,https://github.com/google/driblet
drive-file-search-fix,,4,2,2024-10-25T11:22:06Z,JavaScript,https://github.com/google/drive-file-search-fix
drjax,,13,1,2025-06-16T15:20:50Z,Python,https://github.com/google/drjax
drone-firebase,Drone plugin to deploy a project to Firebase.,14,12,2025-03-24T01:28:17Z,Go,https://github.com/google/drone-firebase
dropzone-polyfill,Polyfill for the removed HTML5 dropzone attribute,5,5,2023-03-29T17:04:08Z,HTML,https://github.com/google/dropzone-polyfill
ds-trix-addon,,16,13,2024-10-25T12:31:29Z,JavaScript,https://github.com/google/ds-trix-addon
dsg,,2,0,2025-03-07T21:43:27Z,HTML,https://github.com/google/dsg
dspl,Schema and utilities for Google Dataset Publishing Language,62,205,2025-05-08T13:39:35Z,Python,https://github.com/google/dspl
dtask,DTask is a scheduler for statically dependent tasks.,26,15,2025-03-01T01:25:54Z,C,https://github.com/google/dtask
dtraceStacksToPprof,,6,0,2024-10-25T12:05:04Z,Go,https://github.com/google/dtraceStacksToPprof
dualhttp,"Render your page with cached data, then fetch up-to-date data from server and update the page.",22,11,2025-05-06T02:53:48Z,JavaScript,https://github.com/google/dualhttp
duet,,22,16,2025-04-09T19:57:35Z,Python,https://github.com/google/duet
dv-3po,,5,5,2024-10-25T12:10:50Z,JavaScript,https://github.com/google/dv-3po
dv360-api,,35,10,2025-05-15T11:20:51Z,JavaScript,https://github.com/google/dv360-api
dv360-automation,Example code snippets for automating workflow with the Display & Video 360 API,18,10,2025-03-01T18:37:44Z,Jupyter Notebook,https://github.com/google/dv360-automation
dv360-bidbyweather,,11,5,2024-10-25T12:18:54Z,JavaScript,https://github.com/google/dv360-bidbyweather
dv360-duplicator,"""DV360 Duplicator"" is a custom DV360 solution that allows to duplicate existing marketing campaigns and adjust their settings in Google Sheets.",19,2,2025-06-11T06:44:59Z,TypeScript,https://github.com/google/dv360-duplicator
dv360-spend-monitoring-tool,,6,1,2024-10-25T11:38:23Z,JavaScript,https://github.com/google/dv360-spend-monitoring-tool
dv360_feature_adoption,,5,2,2024-10-25T12:03:56Z,JavaScript,https://github.com/google/dv360_feature_adoption
dwh-assessment-extraction-tool,,14,11,2024-01-30T18:44:28Z,Java,https://github.com/google/dwh-assessment-extraction-tool
dwh-migration-tools,,49,56,2025-06-20T16:37:52Z,Java,https://github.com/google/dwh-migration-tools
dynamex-proto,,7,11,2023-03-29T17:04:14Z,Protocol Buffer,https://github.com/google/dynamex-proto
dynamic-form,,30,17,2024-10-25T11:30:14Z,TypeScript,https://github.com/google/dynamic-form
dynamic-video-depth,"Code for the SIGGRAPH 2021 paper ""Consistent Depth of Moving Objects in Video"".",270,40,2025-06-19T11:58:08Z,Python,https://github.com/google/dynamic-video-depth
dynamicworld,,149,20,2025-05-23T12:31:13Z,Jupyter Notebook,https://github.com/google/dynamicworld
dynibar,Implementation of DynIBaR Neural Dynamic Image-Based Rendering (CVPR 2023),811,39,2025-06-24T13:11:03Z,Python,https://github.com/google/dynibar
e3d_lstm,e3d-lstm; Eidetic 3D LSTM A Model for Video Prediction and Beyond,200,57,2025-06-01T14:42:11Z,Python,https://github.com/google/e3d_lstm
EarlGrey,:tea: iOS UI Automation Test Framework,5649,738,2025-06-16T18:14:28Z,Objective-C,https://github.com/google/EarlGrey
earthengine-api,Python and JavaScript bindings for calling the Earth Engine API.,2885,1011,2025-06-25T01:25:42Z,JavaScript,https://github.com/google/earthengine-api
earthengine-catalog,Earth Engine Public Data Catalog in STAC form,111,81,2025-06-25T13:39:09Z,Jsonnet,https://github.com/google/earthengine-catalog
earthengine-community,"Tutorials and content created by Earth Engine users, for Earth Engine users",689,801,2025-06-24T18:00:08Z,Jupyter Notebook,https://github.com/google/earthengine-community
earthengine-jupyter,Tools for working with the Earth Engine from a Jupyter development environment,82,8,2025-03-10T11:49:14Z,Jupyter Notebook,https://github.com/google/earthengine-jupyter
earthenterprise,Google Earth Enterprise - Open Source,2695,891,2025-06-24T13:17:51Z,C++,https://github.com/google/earthenterprise
earthstudio-ffmpeg-automator,,11,7,2024-10-25T12:24:22Z,Shell,https://github.com/google/earthstudio-ffmpeg-automator
easy-grid,easy-grid is a React component factory that provides a declarative layout mechanism for utilizing CSS grid layouts.,37,45,2024-10-25T12:27:20Z,JavaScript,https://github.com/google/easy-grid
easy-gwt-mock,An EasyMock-like Mocking Framework for Google Web Toolkit,12,6,2025-03-30T00:41:44Z,Java,https://github.com/google/easy-gwt-mock
easybundler,A code generator for Android Bundles,55,19,2025-06-17T14:50:37Z,Java,https://github.com/google/easybundler
easypki,Creating a certificate authority the easy way,591,107,2025-04-11T09:12:55Z,Go,https://github.com/google/easypki
ebola-tools,,15,9,2024-12-21T01:36:22Z,Python,https://github.com/google/ebola-tools
ebpf-transport-monitoring,,21,3,2025-02-04T23:06:30Z,Go,https://github.com/google/ebpf-transport-monitoring
ecclesia-machine-management,,12,4,2025-06-20T18:09:04Z,C++,https://github.com/google/ecclesia-machine-management
eclipsa-audio-plugin,,21,3,2025-06-24T01:24:20Z,C++,https://github.com/google/eclipsa-audio-plugin
eclipse2017,Source code for North American Eclipse 2017 Megamovie project,20,6,2024-10-17T11:57:45Z,Python,https://github.com/google/eclipse2017
eddystone,"Specification for Eddystone, an open beacon format from Google",3097,757,2025-06-25T12:25:53Z,C,https://github.com/google/eddystone
edf,,15,9,2024-10-25T12:19:04Z,Go,https://github.com/google/edf
eDistantObject, eDistantObject (eDO) - Remote invocation library for iOS,176,36,2025-04-10T16:20:37Z,Objective-C,https://github.com/google/eDistantObject
edward2,A simple probabilistic programming language.,698,77,2025-06-23T13:24:20Z,Jupyter Notebook,https://github.com/google/edward2
effcee,"Effcee is a C++ library for stateful pattern matching of strings, inspired by LLVM's FileCheck",99,40,2025-05-05T17:08:52Z,C++,https://github.com/google/effcee
ehr-predictions,,103,16,2025-06-25T13:45:20Z,Python,https://github.com/google/ehr-predictions
eidos-audition,Collection of auditory models.,32,7,2024-08-21T07:17:14Z,C++,https://github.com/google/eidos-audition
eiffel,,3,0,2025-06-12T07:31:03Z,C,https://github.com/google/eiffel
ekep-analysis,,8,1,2024-10-25T12:03:42Z,Shell,https://github.com/google/ekep-analysis
election-au-2016,Source code for the Australian Election 2016 visualisation,100,33,2024-10-25T12:29:28Z,Go,https://github.com/google/election-au-2016
elemental2,Type checked access to browser APIs for Java code.,160,38,2025-06-25T02:10:27Z,Java,https://github.com/google/elemental2
elements-sk,A collection of v1 custom elements.,29,13,2024-01-04T18:13:15Z,HTML,https://github.com/google/elements-sk
eleventy-high-performance-blog,A high performance blog template for the 11ty static site generator.,4063,279,2025-06-24T07:24:20Z,JavaScript,https://github.com/google/eleventy-high-performance-blog
elfling,,25,12,2024-10-25T16:17:09Z,C++,https://github.com/google/elfling
embed-dart-vm,,99,19,2024-10-25T12:02:41Z,C++,https://github.com/google/embed-dart-vm
embedding-tests,,16,11,2024-10-25T12:22:15Z,Python,https://github.com/google/embedding-tests
emboss,Emboss is a tool for generating code that reads and writes binary data structures.,81,22,2025-06-05T06:38:51Z,Python,https://github.com/google/emboss
emitto,,13,6,2024-10-25T12:25:08Z,Go,https://github.com/google/emitto
emoji-scavenger-hunt,Emoji Scavenger Hunt is an experiment that leverages the power of neural networks and your phone’s camera to identify the real world versions of the emojis we use every day.,815,199,2025-06-05T13:24:26Z,TypeScript,https://github.com/google/emoji-scavenger-hunt
emoji-segmenter,Emoji Segmenter,65,15,2025-06-07T09:21:29Z,C,https://github.com/google/emoji-segmenter
emoji4unicode,Automatically exported from code.google.com/p/emoji4unicode,52,20,2024-10-25T12:28:59Z,Python,https://github.com/google/emoji4unicode
emoticon-composer-font,Composable emoticons,10,6,2024-10-25T12:21:14Z,HTML,https://github.com/google/emoticon-composer-font
empirical_calibration,,44,17,2024-12-06T00:43:49Z,Jupyter Notebook,https://github.com/google/empirical_calibration
emre,,13,5,2024-10-25T12:35:20Z,C++,https://github.com/google/emre
emu-control,,7,2,2024-10-25T12:10:02Z,Go,https://github.com/google/emu-control
encrypted-bigquery-client,An experimental version of the BQ client which adds client-side encryption,175,35,2024-10-25T12:31:44Z,Python,https://github.com/google/encrypted-bigquery-client
end-to-end,"End-To-End is a crypto library to encrypt, decrypt, digital sign, and verify signed messages (implementing OpenPGP)",4135,298,2025-06-19T11:34:27Z,JavaScript,https://github.com/google/end-to-end
energysimulation,,72,17,2024-11-23T23:14:25Z,Jupyter Notebook,https://github.com/google/energysimulation
energystrategies,,15,6,2024-10-25T12:33:41Z,TypeScript,https://github.com/google/energystrategies
eng-edu,,720,418,2025-06-22T18:56:53Z,Jupyter Notebook,https://github.com/google/eng-edu
eng-practices,Google's Engineering Practices documentation,20211,1979,2025-06-24T09:25:05Z,,https://github.com/google/eng-practices
english--,,7,0,2025-02-12T05:39:24Z,JavaScript,https://github.com/google/english--
enjarify,,2735,541,2025-06-25T11:00:01Z,Python,https://github.com/google/enjarify
ent,,75,7,2025-06-17T10:52:20Z,Go,https://github.com/google/ent
enum_class.dart,"Deleted, use built_value instead.",15,7,2025-05-29T16:57:16Z,,https://github.com/google/enum_class.dart
episodes.dart,A framework for timing performance of web apps.,14,26,2023-03-29T17:04:31Z,Dart,https://github.com/google/episodes.dart
epr,,16,12,2023-03-29T17:04:31Z,JavaScript,https://github.com/google/epr
error-prone,Catch common Java mistakes as compile-time errors,6998,756,2025-06-24T22:12:00Z,Java,https://github.com/google/error-prone
error-prone-javac,A mirror of the OpenJDK langtools repository,36,20,2024-10-25T12:26:38Z,Java,https://github.com/google/error-prone-javac
escapevelocity,A subset reimplementation of Apache Velocity with a much simpler API.,36,10,2025-06-09T16:21:04Z,Java,https://github.com/google/escapevelocity
esh,"UART based embedded shell for embedded systems. Intended to be used for learning, experimenting and diagnostics.",281,54,2025-06-22T06:12:04Z,C,https://github.com/google/esh
eslint-closure,ESLint Plugin and Config for the Google JavaScript Style Guide,33,12,2024-11-10T15:54:29Z,JavaScript,https://github.com/google/eslint-closure
eslint-config-google,ESLint shareable config for the Google JavaScript style guide,1769,139,2025-06-08T16:06:35Z,JavaScript,https://github.com/google/eslint-config-google
etc2comp,,387,122,2025-06-19T18:19:22Z,C++,https://github.com/google/etc2comp
etils,Collection of eclectic utils for python.,229,25,2025-06-25T12:45:56Z,Python,https://github.com/google/etils
EtwToPprof,,12,9,2024-04-09T05:10:43Z,C#,https://github.com/google/EtwToPprof
eventid-js,"Monotonically increasing per machine, globally unique eventids for JavaScript",78,20,2025-02-27T19:07:08Z,TypeScript,https://github.com/google/eventid-js
ever,,13,2,2025-06-21T22:43:02Z,Jupyter Notebook,https://github.com/google/ever
everythingisconnected,A Wikidata puzzle game,19,5,2025-02-07T20:29:48Z,JavaScript,https://github.com/google/everythingisconnected
evojax,,900,100,2025-06-17T07:58:02Z,Jupyter Notebook,https://github.com/google/evojax
evolve-forms,A forms engine for Salesforce which allows record pages to be much more dynamic than is possible with out of the box features,171,42,2025-06-20T14:53:36Z,Apex,https://github.com/google/evolve-forms
example-demos-for-msft-workloads,,16,3,2025-06-11T11:56:34Z,HCL,https://github.com/google/example-demos-for-msft-workloads
example_extrapolation,,8,5,2024-10-25T12:13:53Z,Python,https://github.com/google/example_extrapolation
executor.nvim,,147,7,2025-06-17T15:02:36Z,Lua,https://github.com/google/executor.nvim
EXEgesis,,281,34,2025-05-30T17:56:03Z,C++,https://github.com/google/EXEgesis
exists-ref,,4,1,2024-10-25T12:05:38Z,Rust,https://github.com/google/exists-ref
ExoPlayer,This project is deprecated and stale. The latest ExoPlayer code is available in https://github.com/androidx/media,21855,6034,2025-06-25T05:02:33Z,Java,https://github.com/google/ExoPlayer
experience-accessibility,Experience accessibility from the perspective of users with diverse accessibility needs.,25,8,2025-06-24T01:17:47Z,Java,https://github.com/google/experience-accessibility
explaining-in-style,,221,27,2025-05-23T08:39:35Z,Jupyter Notebook,https://github.com/google/explaining-in-style
exposure-notifications-android,Exposure Notifications Android Reference Design,527,116,2025-06-21T12:44:03Z,Java,https://github.com/google/exposure-notifications-android
exposure-notifications-internals,This repository contains snippets of code that show how the Exposure Notifications API works inside the Google Play services layer.,140,32,2025-06-21T22:21:11Z,Java,https://github.com/google/exposure-notifications-internals
exposure-notifications-private-analytics-ingestion,This repository contains implementation to process private data shares collected according to the Exposure Notification Private Analytics protocol. It assumes private data shares uploaded as done in the Exposure Notification Express template app. These documents contain encrypted packets using the Prio protocol. The pipeline implementation converts them into the format that downstream Prio data processing servers expect.,11,11,2025-06-21T22:31:23Z,Java,https://github.com/google/exposure-notifications-private-analytics-ingestion
exposure-notifications-server,Exposure Notification Reference Server | Covid-19 Exposure Notifications,2528,318,2025-06-25T05:34:15Z,Go,https://github.com/google/exposure-notifications-server
exposure-notifications-verification-server,Verification component for COVID-19 Exposure Notifications.,240,84,2025-06-22T15:56:24Z,Go,https://github.com/google/exposure-notifications-verification-server
expt-analysis,,7,4,2024-10-25T12:26:20Z,Python,https://github.com/google/expt-analysis
extra-keyboards-for-chrome-os,Extra keyboard layouts and input methods for Chrome OS,210,128,2025-06-20T00:39:28Z,JavaScript,https://github.com/google/extra-keyboards-for-chrome-os
ezgantt,ezGantt main,103,26,2024-10-25T12:06:25Z,JavaScript,https://github.com/google/ezgantt
FakeMaker,Devtool ext. to create DOM 'fake' for JS benchmarks ,22,17,2025-05-06T02:52:49Z,JavaScript,https://github.com/google/FakeMaker
fancy-regex,,165,16,2024-10-29T23:30:36Z,Rust,https://github.com/google/fancy-regex
farmhash,Automatically exported from code.google.com/p/farmhash,632,103,2025-06-14T05:04:14Z,C++,https://github.com/google/farmhash
fast-isotropic-median-filter,"Supplemental source code for SIGGRAPH 2025 technical paper: ""Fast Isotropic Median Filtering"".",2,1,2025-06-01T17:17:13Z,C++,https://github.com/google/fast-isotropic-median-filter
